,Song Title,Artist,Date Reached #1,Lyrics
Yo, y'all (y'all) one more time I come
Knucklehead flow that make you act real dumb
Yo (yo), I burn your food like Florence
Run up in your crib like my name was search warrants
Shut your mouth, nigga—don't you complain
Fix you up, mix you with cut like pro-caines
Oh! Insane to your brain
Right on your subconscious, I leave my shit stain
I be the mostest with rhyme overdoses
Hot stepping over shit like Ini Kamoze's
Sick lyrics like multiple sclerosis
Focus, while I display flows ferocious
Weak niggas just fall and keep tumbling
Distribute lyrics like I'm hand to hand herb hustling
Hardcore like Quick Draw McGraw
Fuck what you heard, you ain't heard this before

[Chorus]
I make sure everything remains raw
I make sure everything remains raw
I make sure everything remains raw
I make sure everything remains raw

[Verse 2]
Yo—when I step in the place I leave damages
'nuff bandages on pussy from miscarriages
Yo—watch me bring the newest recipe
Fuck you up quick and condemn you all with leprosy
Let me hit you with flows, that come various
(Hah) send you home and make you lie bout your alias
(Ha-ha) niggas can't see my routine
When I round up my Flipmode niggas and get cream
Hey, you! You know what the fuck I mean
Now I'm on the scene, stepping through like Mean Joe Green
Now I'm making you feel the extreme
Till I black you out then turn on my real high beam
Oh shit, now I got your brains fried
Once you inhale smoke from my flow, carbon monoxide!
Use your imagination, let me take you higher
Rain hail snow earthquakes, Earth Wind & Fire
Yo, hit the dirt, get on the floor
I'm that outlaw nigga living right next door
You should just roll out the red carpet
All movin' targets, I got you open like supermarkets
Yo yo—there's only five years left
While niggas is scared to death they breathe they last breath
Days of my life goes on, word is bond
I make you feel my proton, neutron, and electron
Yo, I be the number one icon
Word to the holy Qu'ran, I rock on and on
On and on, hey, on and on and on
You won't understand when I form Voltron

[Chorus]
Hahahaha—everything remains raw
I make sure everything remains raw
I make sure everything remains raw
I make sure everything remains raw

I make sure everything remains raw
I make sure everything remains raw
I make sure everything remains raw
I make sure everything remains raw

[Outro]
Word is bond, niggas don't really understand shit
Niggas don't motherfuckin know y'all, hahah
Flipmode is the motherfuckin Squad y'all, hahah
I make sure everything remains raw, hahah
Word is bond, niggas don't know the real shit
There's only five years left! Word is bond
Niggas don't know though
There's only five years left! Hahah
Remember that nigga, all you, remember that
There's only five years left! Hahaha"
139,5 O'Clock,Nonchalant,"February 24, 1996","It's really real, when I feel the way that I do right now
I see all my brothers underground
Pushing up daisies, man, it amazes me
That you can't see where you gonna be
A statistic, everybody's gon' call ballistic
If you had a good day, damn, I must have missed it
Cause you mad at the Universe
Going to hell with everybody else cause you want your own first
I got the urge to let you in on a little secret
Cause you keep dying if I keep it
All the keeling that you're feeling is from within
For the copper check the color of your skin
Why lie? I couldn't try even if I had to
Born with the bullet-proof vest when I had you
A black woman trying to get through to the few
So you can leave the next crew

5 o'clock in the morning. Where you gonna be?
(Outside on the corner)
You better get yourself together
While you're wasting all your time
Right along with your mind

5 o'clock in the morning. Where you gonna be?
(Outside on the corner)
You better get yourself together
While you're wasting all your time
Right along with your mind

(Bink Woods Dre):
Why should I do right and suffer
I rather do wrong making that loopy and that hustler
Instead of hot-dogs I'm eating porks up in their smother
And got a gang of loot up in the safe up in my covers
On top of all that I push big fat Lex
And got my hoes that in golf course just in case I feel like flexing
So I must ask, for real though, who are you
See, I'm a big man

(Drecia Vega):
Yeah, you know you'se a big man, check it
I went for twelve years to school and never could read
A knowledge of my hood is something they can never teach me
I never started to step but I kept up with the Joneses
Having rollers... my little pinky ring
I did a lot of kinky thing the girls knew it, flock into it
I'm around my old way, yeah, they still wants to do it
Its not about the clothes that you got on your back
But the money in your pocket and if you're down like that
Come on

5 o'clock in the morning. Where you gonna be?
(Outside on the corner)
You better get yourself together
While you're wasting all your time
Right along with your mind

5 o'clock in the morning. Where you gonna be?
(Outside on the corner)
You better get yourself together
While you're wasting all your time
Right along with your mind

Wella, Mr. Black Man tell me where you're heading
The last few years I watched while you were sheading
Pounds and pounds on growth for the population
Soon we won't be able to have a strong black nation
A shooting here, a stabbing there nowhere to stop
Cause now you're dying from the dose of the crack rock
I'm just a Nubian Queen that needs a king to stand strong
And try to press on
It's not a white man's finger on the trigger
Car-jacks, drive-by's, callin' each other ""nigga""
I'm not here to scold but rather shape n' mold
That young black mind that won't live to grow old
Cause you're fronting smoking on the blunt and
Down with your friends cause you think you're making ends
But you're not - and that's the truth of the matter
Your brother gettin' skinny, cause you want your pockets fatter

5 o'clock in the morning. Where you gonna be?
(Outside on the corner)
You better get yourself together
While you're wasting all your time
Right along with your mind

5 o'clock in the morning. Where you gonna be?
(Outside on the corner)
You better get yourself together
While you're wasting all your time
Right along with your mind"
140,Tha Crossroads,Bone Thugs-n-Harmony,"May 11, 1996","[Intro: Bone Thugs-N-Harmony]
Bone, Bone, Bone, Bone
Bone, Bone, Bone, Bone, Bone
Now tell me, what ya gonna do
(Now, tell me what...)
When it ain't nowhere to run
When judgment comes for you
When judgment comes for you?
Now tell me, what ya gonna do
(Now, tell me what...)
When it ain't nowhere to hide
When judgment comes for you
'Cause it's gonna come for you?

[Verse 1: Bizzy Bone]
Dead souls, nigga, this for Wally
Eazy, C's Uncle Charlie
Little Boo, but God's got him
And I'm gonna miss everybody
I done rolled with blows like AIDS
Looked at him while he laid and prayed
But destiny played too deep for me to say
Lil' Layzie came to me
Told me if he should decease, ""well, then please
Bury me by my Gran Gran
And when you can, come follow me.""

[Verse 2: Layzie Bone]
God bless you workin' on a plan to Heaven
Follow the Lord all 24/7 days
God is who we praise
Even though the Devil's all up in my face
But He keepin' me safe and in my place
Say grace to the gates we race
Without a chance to face the judge
Then I guess my soul won't budge
Grudge, because there's no mercy for thugs
Ooh, what could I do?
It's all about a family and how we roll
Can I get a witness? Let it unfold
We livin' our lives to eternal our souls, hey-o-ayo

[Bridge: Krayzie Bone]
Pray and we pray and we pray
And we pray and we pray
Every day, every day, every day, every day
And we pray and we pray
And we pray and we pray
Still we lacin'

[Verse 3: Krayzie Bone]
Now follow me, roll stroll
Whether it's Hell or it's Heaven
Come let's go take a visit to the people that's long gone, they rest: Wally, Eazy, Terry, Boo
And still keepin' up with they family
Exactly how many days we got lastin'?
While you laughin' we're passin' passin' away
God, rest our souls
'Cause I know I might meet you up at the crossroads
Y'all know, y'all forever got love from them Bone Thugs, baby

[Verse 4: Wish Bone]
Lil Eazy long gone
Really wish he could come home
But when it's time to die, gotta go, bye bye
All a lil' thug could do was cry, cry
Why'd they kill my dawg?
Damn, man, I miss my Uncle Charles, y'all
And he shouldn't be gone
In front of his home, what they did to Boo was wrong
Oh so wrong, was so wrong
Gotta hold on, gotta stay strong
When the day comes
Better believe Bone got a shoulder you can lean on, lean on

[Bridge: Bone Thugs-N-Harmony]
Pray and we pray and we pray
And we pray and we pray
Every day, every day, every day, every day
And we pray and we pray
And we pray and we pray

[Chorus: Bone Thugs-N-Harmony]
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely

[Post-Chorus: Bizzy Bone]
And I'm gonna miss everybody
And I'm gonna miss everybody (long gone, long gone)
And I'm gonna miss everybody (long gone)
And I'm gonna miss everybody (long gone)
And I'm gonna miss everybody (long gone, long gone)
And I'm gonna miss everybody

[Bridge 2: Layzie Bone]
Livin' in a hateful world
Sendin' me (straight to Heaven)
That's how we roll
Livin' in a hateful world
Sendin' me (straight to Heaven)
That's how we roll
Livin' in a hateful world
Sendin' me (straight to Heaven)
That's how we roll
And I asked the good Lord why
He sighed, he told me we live to die

[Verse 5: Krayzie Bone]
What's up with that murder, y'all?
See, my little cousin was hung
Somebody really wrong, anybody wanna test us, dawg?
And Ms. Sleazy set up Eazy to fall
You know while we sinnin'
He intendin' on endin' it when it ends
He comin' again and again and again
Now tell me, what ya gonna do?

[Verse 6: Wish Bone]
Can somebody anybody tell me why, hey
Can somebody anybody tell me why
We die, we die?
I don't wanna die
(Oh so wrong, oh wrong, oh so wrong, oh wrong)

[Chorus: Bone Thugs-N-Harmony]
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely
See you at the crossroads, crossroads, crossroads
So you won't be lonely"
141,How Do U Want It / California Love,"2Pac featuring K-Ci & JoJo /
2Pac featuring Dr. Dre and Roger Troutman","May 11, 1996","[Chorus: K-Ci & JoJo]
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real
How do you want it yeah?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real

[Verse 1: 2Pac]
I love the way you activate your hips and push your ass out
Got a nigga wantin' it so bad, I'm about to pass out
Wanna dig you, and I can't even lie about it
Baby, just alleviate your clothes, time to fly up out it
Catch you at a club, oh shit, you got me fiendin'
Body talkin' shit to me, but I can't comprehend the meanin'
Now, if you wanna roll with me, then here's your chance
Doin' eighty on the freeway, police, catch me if you can
Forgive me, I'm a rider, still I'm just a simple man
All I want is money, fuck the fame, I'm a simple man
Mr. International, player with the passport
Just like Aladdin, bitch, get you anything you ask for
It's either him or me; Champagne, Hennessy
A favorite of my homies when we floss on our enemies
Witness as we creep to a low speed, peep what a ho need
Puff some mo' weed, funk, ya don't need
Approachin' hoochies with a passion, been a long day
But I've been driven by attraction in a strong way
Your body is bangin', baby, I love it when you flaunt it
Time to give it to daddy, nigga, now tell me how you want it

[Chorus: K-Ci & JoJo]
How do you want it?
How does it feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real

[Verse 2: 2Pac]
Tell me is it cool to fuck?
Did you think I come to talk? Am I a fool or what?
Positions on the floor, it's like erotic
Ironic, 'cause I'm somewhat psychotic
I'm hittin' switches on bitches
Like I been fixed with hydraulics
Up and down like a roller coaster
I'm up inside ya, I ain't quittin' 'til the show is over
'Cause I'm a rider, in and out just like a robbery
I'll probably be a freak and let you get on top of me
Get her rockin' these, nights full of Alizé
A livin' legend you ain't heard about
These niggas play these Cali days
C. Delores Tucker, you's a motherfucker
Instead of tryin' to help a nigga, you destroy a brother
Worse than the others; Bill Clinton, Mister Bob Dole
You're too old to understand the way the game's told
You're lame so I gotta hit you with the hot facts
Once I'm released, I'm makin' millions, nigga, top that
They wanna censor me; they'd rather see me in a cell
Livin' in hell, only a few of us'll live to tell
Now everybody talkin' about us, I could give a fuck
I'd be the first one to bomb and cuss
Nigga, tell me how you want it

[Chorus: K-Ci & JoJo]
How do you want it?
How do you  feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real
How do you want it?
How do you  feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real

[Verse 3: 2Pac]
Raised as a youth, tell the truth
I got the scoop on how to get a bulletproof
Lickin' shots off from the roof
Before I was a teenager, mobile phone, Skypager
Game rules, I'm livin' major
My adversaries is lookin' worried
They paranoid of gettin' buried
One of us gon' see the cemetery
My only hope to survive if I wish to stay alive
Gettin' high, see the demons in my eyes, before I die
I wanna live my life and ball, make a couple million
And then I'm chillin', fade 'em all
These taxes got me crossed up and people tryin' to sue me
Media is in my business and they actin' like they know me
But I'ma mash out and peel out
I’m with a clique that’s quick to whip that fuckin' steel out
Yeah nigga, it's some new shit so better get up on it
When you see me, tell a nigga how you want it
How do you want it?

[Chorus: K-Ci & JoJo]
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real

[Interlude: 2Pac]
Me and my Nigga Johnny J...yeah we out

[Chorus: K-Ci & JoJo]
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real

[Outro: K-Ci & JoJo]
How do you want it?
How do you feel?
Comin' up as a nigga in the cash game
Livin' in the fast lane, I'm for real [Chorus: Roger Troutman]
California love
California knows how to party
California knows how to party
In the city of L.A
In the city of good ol' Watts
In the city, the city of Compton
We keep it rockin', we keep it rockin'

[Verse 1: Dr. Dre]
Now let me welcome everybody to the Wild Wild West
A state that's untouchable like Eliot Ness
The track hits your eardrum like a slug to your chest
Pack a vest for your Jimmy in the city of sex
We in that sunshine state where the bomb-ass hemp be
The state where you never find a dance floor empty
And pimps be on a mission for them greens
Lean mean money-making-machines servin' fiends
I been in the game for 10 years makin' rap tunes
Ever since honeys was wearin' Sassoon
Now it's '95 and they clock me and watch me
Diamonds shinin', lookin' like I robbed Liberace
It's all good, from Diego to the Bay
Your city is the bomb if your city makin' pay
Throw up a finger if you feel the same way
Dre puttin' it down for Californ-i-a

[Chorus: Roger Troutman]
California knows how to party
California knows how to party (Yes, they do)
In the city of L.A
In the city of good ol' Watts
In the city, the city of Compton
We keep it rockin', we keep it rockin'

[Bridge: Roger Troutman]
Shake, shake it, baby
Shake, shake it, mama
Shake it, Cali
Shake it, shake it, baby
Shake it, shake it, shake it, shake it

[Verse 2: 2Pac & Dr. Dre]
Out on bail, fresh out of jail, California dreamin'
Soon as I step on the scene, I'm hearin' hoochies screamin'
Fiendin' for money and alcohol, the life of a Westside player
Where cowards die and the strong ball
Only in Cali where we riot, not rally, to live and die
In L.A. we wearin' Chucks, not Ballys (yeah, that's right)
Dressed in Locs and Khaki suits, and ride is what we do
Flossin' but have caution: we collide with other crews
Famous because we throw grams
Worldwide, let them recognize from Long Beach to Rosecrans
Bumpin' and grindin' like a slow jam
It's Westside, so you know the Row won't bow down to no man
Say what you say, but give me that bomb beat from Dre
Let me serenade the streets of L.A
From Oakland to Sac-town, the Bay Area and back down
Cali is where they put their mack down; give me love!

[Chorus: Roger Troutman]
California knows how to party
California knows how to party (Yes, they do)
In the city of L.A
In the city of good ol' Watts
In the city, the city of Compton
We keep it rockin', we keep it rockin'

[Ad-Libs: Dr. Dre & 2Pac]
South Central
Uh, that's right
Now make it shake

[Bridge: Roger Troutman]
Shake, shake it, baby
Shake, shake it, mama
Shake it, Cali
Shake it, shake it, baby
Shake it, shake it, shake it, shake it

[Ad-Libs: Dr. Dre]
Shake it, Cali
Uh, uh, West Coast
Uh, yeah, uh, uh, Long Beach in the house
Uh, yeah, Oaktown
Oakland definitely in the house
Frisco, Frisco

[Outro: 2Pac & Dr. Dre]
And you know L.A. up in here
Pasadena, where you at?
Yeah, Inglewood
Inglewood always up to no good
Even Hollywood tryin' to get a piece, baby
Sacramento, Sacramento where you at?
Throw it up, y'all! Throw it up, throw it up!
I can't see ya
Let's show these fools how we do it over on this Westside
'Cause you and I know it's the best side
Yeah, that's right
West Coast, West Coast"
142,Elevators (Me & You),Outkast,"August 3, 1996","[Verse 1: André 3000]
One for the money, yes, sir, two for the show
A couple of years ago, on Headland and Delowe
Was the start of something good
Where me and my nigga rode the MARTA through the hood
Just tryna find that hookup
Now everyday we looked up at the ceiling (Yuh)
Watching ceiling fans go 'round, tryna catch that feeling
Off instrumentals, had my pencil, and plus, my paper
We caught the 86 Lithonia, headed to Decatur
Writing rhymes, tryna find our spot off in that light
Light off in that spot, knowing that we could rock
Doing the hole-in-the-wall clubs, this shit here must stop
Like ""Freeze!"" We making the crowd move
But we not making no G's and that's a no-no

[Verse 2: Big Boi]
Check it, a-one-two, a-one
""Two dope niggas in the Cadillac,"" they call us
Went from ""Player's Ball"" to ballers
Putting the South up on the map was like Little Rock to banging
Niggas say ""motherfuck that playin'"", they payin', we stayin', layin' vocals
Locales done made it with them big boys up in this industry
""OutKast, yeah, them niggas, they making big noise""
Over a million sold to this day, niggas they take it lightly
'96 gon' be that year that all y'all playa haters can bite me
I'm out this bitch

[Hook]
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors

[Verse 3: Big Boi]
Back in the day, when I was younger, hunger
Looking to fill me belly with that Rallys, bullshit
Pull shit off, like it was supposed to be pulled
Full as a tick, I was stoned like them white boys
Smoking them White Golds before them blunts got crunk
Chunky asses, passes getting thrown like Hail Marys
And they looking like Halle Berrys
So, so fine, intertwined, but we ain't sipping wine
We's just chilling, I'm the rabid villain, and I'm so high
Smoking freely, me, Lil B, Reek, Mone and Shug
And my little brother James, thangs changed in the hood
Where I live at, them rats know, ""Momma, I want to sing
But, momma, I want to trick, and momma, I'm sucking dicks, now""
We moving on up in the world like elevators
Me and the crew, we pimps like '82
Me and you like Tony! Toni! Tone!
Like this, East Point and we gone

[Hook]
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors

[Verse 4: André 3000]
Got stopped at the mall the other day
Heard a call from the other way that I just came from
Some nigga was saying something, talking 'bout smoke something ""Hey, man, you remember me from school?""
""No, not really""
But he kept smiling like a clown, facial expression looking silly
And he kept asking me, ""What kinda car you drive?
I know you paid, I know y'all got beaucoup hoes
From all them songs that y'all done made""
And I replied that I had been going through the same things that he had
True, I've got more fans than the average man
But not enough loot to last me to the end of the week
I live by the beat like you live check-to-check
If it don't move your feet, then, I don't eat, so we like neck-to-neck
Yes, we done come a long way like them slim-ass cigarettes
From Virginia, this ain't gon' stop, so we just gon' continue

[Hook]
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you"
143,Loungin,LL Cool J,"August 31, 1996","[Intro: LL Cool J]
Yeah! Ghetto to ghetto (uh)
As we bring the drama live (y'knahmean?)
We bout to set it! (uh) Word life son!
Yeah! Mad flavors (yea) butters
Ghetto to ghetto, yeah!

[Verse 1: LL Cool J]
Keep your chicken head, I'm lookin' for a dime (word up)
Get my swerve on, make it hot, word bond
I'm lickin' on your ankle bracelet
We'll be sippin' Moet with strawberries to chase it
I'm nasty, ask me, why I lick my lips
So in the darkness, I can run my tongue over your tits
It's all good sugary, you ain't leavin'
Sit up on my face and help my stash grow even
Whipped cream taste mean from the back
She bounce with LL now shorty's on the map
I put away the gat, took off the hat
Throw ya Mo's in the air if you like it like that
No doubt boo, I keep it real girl
Mad pleasure, blowin' up your whole world
Whatever's clever I got endless cash
Trees from Hawaii, two pulls and pass

[Chorus: Terri & Monica]
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy

[Verse 2: LL Cool J]
Uhh, my scenario is grand (word up!)
A dime peice, Henessey up in my hand
I ""Turn Off the Lights"" like Teddy (click!)
I'm fiendin', starin' in the darkness, now I'm ready
Uhh, ooh yeah up in ya!
Let it flow while I pump slow
Then I speed it up, heat it up
Make it mo' tasty, so you can swing low and lace me
Use your imagination
You do me, I'll do you, sex education
It's all good, it's cranberry Absolut and peach scnapps
Feelin' tipsy, loungin' on the rooftops
I'm 'bout to spank you on that ass (oooh)
I know you love it when it lasts (truuue)
When you need it who you ask? (You!)
What you sayin' when I dash? (Don't go boo)

[Chorus: Terri & Monica]
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy

[Interlude: LL Cool J]
C'mon, you got to bounce with me sugar (you got to bounce) word up
You got to bounce with me sugar (word-a-word-a-word up) word up
You got to bounce with me sugar (you got to bounce with me sugar)
Word up, you got to bounce with me sugar (a-word-a-word-a-word up)

[Verse 3: LL Cool J]
Warm it up sugar, make it hot
Shorties'll swarm, make me wanna bust shots (BO!)
We speak, daily on the regular
Run your jibs all day chip in my cellular
Shoot down to Jamaica, pretty white sand
Suntan oil, pina colada in you hand
Layin' up at night, peepin' out stars
Remember, when we was at the club at the bar?
I told ya, my status, was that of a don
You thought I was a dog and you ain't wanna get it on
But my mind has attractin qualities
On the emotions of a young lady (word up)
So here you are, smack dab up in the mix (uh-huh)
Shorty this here's about as good as it gets
Word up, I'ma treat you like a queen from the heart
Crack the bubbly, and let the episode start

[Chorus: Terri & Monica]
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy

[Outro]
Ghetto to ghetto! Ghetto to ghetto!"
